"Estimate"	"Std..Error"	"t.value"	"taxon"	"stat"	"fstat"	"df1"	"df2"	"pval"	"adjP"
"28"	-0.313103596340831	0.748034364176091	-0.418568466016522	"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium"	"uses.amp14"	0.175199560743424	1	123762	0.675532265958954	0.922192655761694
"29"	-0.60262294514503	0.748379519164488	-0.805237088553433	"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium"	"uses.amp2"	0.648406768782009	1	123762	0.420684424779146	0.823305858876021
"30"	0.179255610599593	0.175756474986577	1.01990899972979	"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium"	"uses.amp3"	1.04021436772981	1	123762	0.307773614544123	0.771527616309936
"31"	0.284044499326587	0.0878245087684297	3.234228159198	"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium"	"uses.amp34"	10.4602317857493	1	123762	0.00122003952932141	0.0500858333089842
"32"	0.542904601415287	0.750549209572067	0.723343112605274	"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium"	"uses.amp35"	0.523225258553485	1	123762	0.469470478870025	0.84711901112012
"33"	-0.243092295881557	0.0736741990367382	-3.29955804148393	"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium"	"uses.amp4"	10.8870832691213	1	123762	0.000968645379650178	0.042753802291366
"34"	-0.601324688728492	0.306355991298065	-1.96282986397821	"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium"	"uses.amp45"	3.85270107492472	1	123762	0.0496681829195515	0.372511371896636
"35"	0.678959731525479	0.747041690186817	0.908864579372655	"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium"	"uses.amp56"	0.826034823638234	1	123762	0.363423382611969	0.797713138987957
"36"	0.10915697011337	0.433039299836038	0.252071740728152	"Bacteria.Firmicutes.Clostridia.Oscillospirales.Ruminococcaceae.Faecalibacterium"	"uses.amp6"	0.0635401624737205	1	123762	0.800986031016467	0.941119261891404
"37"	-0.0822649968409406	0.0653437188176711	-1.25895798906832	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.beating"	1.58497521823894	1	123762	0.208047881072459	0.704855710435642
"38"	0.0720329524784827	0.124914399153437	0.576658519487429	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.amp12"	0.332535048097433	1	123762	0.564171207774918	0.898840859752363
"39"	-0.187533832272673	0.71535982229985	-0.262153152059561	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.amp13"	0.0687242751347633	1	123762	0.79320380610936	0.941119261891404
"40"	-0.368325676520427	0.613873085936176	-0.600002972859967	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.amp14"	0.360003567440798	1	123762	0.548505352771496	0.89692699195339
"41"	0.109959965197003	0.615692799490707	0.17859550296505	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.amp2"	0.0318963536793392	1	123762	0.858255618161449	0.954044940768578
"42"	0.186869902975971	0.144574865884786	1.29254764880703	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.amp3"	1.67067942443657	1	123762	0.196169968986345	0.687604486716709
"43"	0.262593949605479	0.0720316025692192	3.64553807272492	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.amp34"	13.2899478396869	1	123762	0.000266942116389178	0.0191189738041477
"44"	-0.922834429673104	0.618088287232848	-1.49304629894313	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.amp35"	2.22918725078779	1	123762	0.135427617128457	0.584292208587097
"45"	-0.174164992930113	0.0607799304727398	-2.86550168082583	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.amp4"	8.21109988281566	1	123762	0.00416419176772093	0.104776438026527
"46"	-0.366793996711667	0.252521800057121	-1.45252408555894	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.amp45"	2.10982621912884	1	123762	0.146358472268622	0.612892920929488
"47"	0.153985923429421	0.613351612926106	0.251056523182198	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.amp56"	0.0630293778323335	1	123762	0.801770825816829	0.941119261891404
"48"	0.35513957525154	0.355064852034916	1.00021044948886	"Bacteria.Actinobacteriota.Coriobacteriia.Coriobacteriales.Coriobacteriaceae.Collinsella"	"uses.amp6"	1.00042094326671	1	123762	0.317210628885822	0.774540096290252
"49"	-0.123194663122325	0.0770417004873771	-1.59906469279595	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.beating"	2.5570078917466	1	123762	0.109808781488831	0.559809474256788
"50"	-0.19818755550519	0.147192074279119	-1.34645534738079	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.amp12"	1.81294200249032	1	123762	0.17815817750465	0.678388594686246
"51"	-0.451105200331973	0.794239500642289	-0.567971247926062	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.amp13"	0.322591338470688	1	123762	0.570055521729383	0.898840859752363
"52"	-0.821277664101938	0.725268809489017	-1.13237692474403	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.amp14"	1.28227749969275	1	123762	0.257478195739669	0.768290280129154
"53"	0.857783733299192	0.726187961405769	1.18121447736296	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.amp2"	1.39526764153186	1	123762	0.237519801305309	0.751761296709108
"54"	-0.153020662393975	0.17081149088113	-0.895845247908201	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.amp3"	0.802538708199705	1	123762	0.370337162178274	0.797713138987957
"55"	0.26620555505969	0.0854103225166377	3.11678433257097	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.amp34"	9.71434457575985	1	123762	0.00182877109394811	0.0587109182399532
"56"	-0.312573677612879	0.729935362945571	-0.428221036382624	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.amp35"	0.183373256000609	1	123762	0.668490947292618	0.922192655761694
"57"	-0.038182009001384	0.0725119582894578	-0.526561547944501	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.amp4"	0.277267063773709	1	123762	0.59849904402035	0.908549138940204
"58"	-0.572877247865658	0.29763752982654	-1.92474802555822	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.amp45"	3.70465496189027	1	123762	0.0542631785862096	0.38830531465361
"59"	0.383347082855402	0.72569327708072	0.528249461532164	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.amp56"	0.279047493609021	1	123762	0.597327150898893	0.908549138940204
"60"	0.219799692474852	0.420342179181227	0.522906582686975	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Dorea"	"uses.amp6"	0.27343129421737	1	123762	0.601040199606596	0.908549138940204
"61"	-0.114119193513823	0.0787950286885162	-1.44830448586987	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.beating"	2.0975858837908	1	123762	0.14753444698533	0.612892920929488
"62"	-0.200995492565881	0.150457796850909	-1.33589283355684	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.amp12"	1.78460966274853	1	123762	0.18158676010653	0.678388594686246
"63"	-0.685510921877985	0.806407183942107	-0.850080375681771	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.amp13"	0.722636645119261	1	123762	0.395282045796696	0.811368409793218
"64"	-0.754943626835894	0.741727400333337	-1.01781817214332	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.amp14"	1.03595383154517	1	123762	0.308766364032658	0.771527616309936
"65"	0.149197342555772	0.743613748797954	0.200638224880791	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.amp2"	0.0402556972833149	1	123762	0.840981796346749	0.950675074131107
"66"	-0.260395866027048	0.174289111845901	-1.49404551592	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.amp3"	2.23217200364067	1	123762	0.135166272493103	0.584292208587097
"67"	0.272449954823256	0.0873062635041084	3.12062323925288	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.amp34"	9.73828940136513	1	123762	0.00180510247651463	0.0587109182399532
"68"	-0.308393744344768	0.745984053981634	-0.41340527682695	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.amp35"	0.170903922908367	1	123762	0.679310425435722	0.922192655761694
"69"	0.0134739593991591	0.0741466302169076	0.181720455261993	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.amp4"	0.0330223238606258	1	123762	0.855802409871408	0.954044940768578
"70"	-0.617383646236041	0.304098937372626	-2.03020652281837	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.amp45"	4.12173852529427	1	123762	0.0423376852603873	0.339647919026929
"71"	0.792935704846695	0.741162211758879	1.06985446946216	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.amp56"	1.14458858582816	1	123762	0.284686906488873	0.768290280129154
"72"	0.131401906128092	0.429842997897875	0.305697444812888	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae.Agathobacter"	"uses.amp6"	0.0934509277651287	1	123762	0.759835533132759	0.933341284792995
"73"	-0.00798748015388716	0.0547538013453154	-0.145879919889262	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.beating"	0.0212809510268974	1	123762	0.884016421184213	0.960042990881051
"74"	-0.283301322388908	0.103621173853888	-2.73400996970349	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.amp12"	7.47481051443808	1	123762	0.00625770440340099	0.124578698547763
"75"	-0.660436702656324	0.639740709863697	-1.03235059528576	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.amp13"	1.06574775158687	1	123762	0.301909924457042	0.771527616309936
"76"	-0.67334350070852	0.511528415800449	-1.31633645347905	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.amp14"	1.73274165875781	1	123762	0.188063578582636	0.682854588951939
"77"	0.297602424199111	0.514485143601236	0.578447070630625	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.amp2"	0.334601013521151	1	123762	0.562963374980137	0.898840859752363
"78"	0.0459268126297797	0.121215824077104	0.378884629787	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.amp3"	0.143553562688832	1	123762	0.704774188382024	0.92345993433614
"79"	-0.132384318142886	0.060859252020993	-2.17525378223875	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.amp34"	4.73172901714398	1	123762	0.02961299017987	0.292381422029097
"80"	-0.688909773706246	0.518887004163745	-1.32766819785073	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.amp35"	1.76270284358422	1	123762	0.184290192792016	0.678388594686246
"81"	0.183045068622955	0.0505577874824069	3.62051184867714	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.amp4"	13.1081060464116	1	123762	0.000294138058525349	0.0191189738041477
"82"	-0.427452108758855	0.2106822905656	-2.0288943489807	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.amp45"	4.11641227932581	1	123762	0.0424711887284544	0.339647919026929
"83"	0.12860970264454	0.511629426322533	0.251372763230127	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.amp56"	0.0631882660939494	1	123762	0.80152634091676	0.941119261891404
"84"	0.148395993965159	0.296680125732679	0.500188523240921	"Bacteria.Verrucomicrobiota.Verrucomicrobiae.Verrucomicrobiales.Akkermansiaceae.Akkermansia"	"uses.amp6"	0.250188558781933	1	123762	0.616943228068128	0.911068614806872
"85"	0.0201520098333837	0.0623385733243469	0.323267100267646	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.beating"	0.104501618115452	1	123762	0.746493513848216	0.930135688181483
"86"	-0.260506394953771	0.11831355130466	-2.2018305771497	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.amp12"	4.84805789047139	1	123762	0.0276791163348735	0.280385853781836
"87"	-0.898852365635664	0.694720780669772	-1.29383255927524	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.amp13"	1.67400269144072	1	123762	0.19572567807017	0.687604486716709
"88"	-0.779221375881315	0.583194461575675	-1.33612615897623	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.amp14"	1.78523311270057	1	123762	0.181510497762183	0.678388594686246
"89"	-0.363493653877805	0.585969235130412	-0.620328904804886	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.amp2"	0.38480795013643	1	123762	0.535042410850271	0.884802299942804
"90"	-0.0993128448704117	0.137878314608686	-0.72029343520968	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.amp3"	0.518822632806161	1	123762	0.471345706187349	0.84711901112012
"91"	0.152971746831556	0.0692834439038289	2.20791199473128	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.amp34"	4.87487537647825	1	123762	0.0272522354204092	0.2796939951042
"92"	-0.626242466677823	0.589935863671867	-1.06154330536879	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.amp35"	1.12687418917329	1	123762	0.288445134822061	0.769683478964507
"93"	0.141138507921765	0.0580918828901629	2.42957364953417	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.amp4"	5.9028281185108	1	123762	0.0151180060867495	0.199865165214654
"94"	-0.0494993588808041	0.241101249885634	-0.205305276950178	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.amp45"	0.0421502567435892	1	123762	0.83733395911705	0.949303035045493
"95"	-0.611507606315914	0.582862151268636	-1.04914619174522	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.amp56"	1.10070773165349	1	123762	0.29411288795339	0.769825679878001
"96"	0.361275123800731	0.33786526638993	1.06928755258252	"Bacteria.Firmicutes.Clostridia.Clostridiales.Clostridiaceae.Clostridium.sensu.stricto.1"	"uses.amp6"	1.14337587010792	1	123762	0.284942203157054	0.768290280129154
"97"	-0.0880468974873183	0.0700225560615952	-1.25740764747102	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.beating"	1.58107399191862	1	123762	0.208608434142404	0.704855710435642
"98"	-0.251979849841047	0.133327422369709	-1.88993265873185	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.amp12"	3.57184545454124	1	123762	0.0587693016360718	0.402478022189755
"99"	0.171631554304406	0.749735593052589	0.228922777436241	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.amp13"	0.0524056380291227	1	123762	0.818929315031139	0.944830430158585
"100"	-0.433735023252691	0.658229450501325	-0.658941988879937	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.amp14"	0.434204544709047	1	123762	0.509934247194258	0.870347292804205
"101"	-0.109666792190078	0.659958365555819	-0.166172288910553	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.amp2"	0.0276132296017723	1	123762	0.868021637924167	0.954946230720522
"102"	-0.158747531612512	0.155016804909973	-1.02406659526175	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.amp3"	1.048712391531	1	123762	0.30580582269699	0.771527616309936
"103"	0.310848163446369	0.0769048196593512	4.04198546753333	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.amp34"	16.3376465197506	1	123762	5.30325288880067e-05	0.00689422875544087
"104"	0.30443064871185	0.663426589930032	0.458876164043947	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.amp35"	0.210567333927688	1	123762	0.646323902349665	0.917864349337355
"105"	-0.0371027782250545	0.0658021268883083	-0.56385378375432	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.amp4"	0.317931089454063	1	123762	0.572854666843859	0.898840859752363
"106"	-0.308592905550126	0.270909222246311	-1.13910077697375	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.amp45"	1.29755058010219	1	123762	0.25466332823369	0.768290280129154
"107"	-0.535553610133408	0.657364921842769	-0.814697578678382	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.amp56"	0.663732144704418	1	123762	0.415247007328016	0.817910772009729
"108"	-0.374208860351786	0.380754934937296	-0.982807643487043	"Bacteria.Firmicutes.Clostridia.Peptostreptococcales.Tissierellales.Peptostreptococcaceae.Romboutsia"	"uses.amp6"	0.965910864096554	1	123762	0.325704040491286	0.774540096290252
"109"	-0.136614802812281	0.0721925392603354	-1.89236733064106	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae..Ruminococcus..torques.group"	"uses.beating"	3.58105411407758	1	123762	0.0584443872279407	0.402478022189755
"110"	-0.0737156783517708	0.138360898489419	-0.532778257127377	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae..Ruminococcus..torques.group"	"uses.amp12"	0.283852671267686	1	123762	0.594188043191533	0.908549138940204
"111"	0.235260513859122	0.760391259247529	0.309394027085388	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae..Ruminococcus..torques.group"	"uses.amp13"	0.0957246639961137	1	123762	0.757022334215515	0.932576739711316
"112"	-0.399880049390392	0.68082362433704	-0.587347493676912	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae..Ruminococcus..torques.group"	"uses.amp14"	0.344977078328551	1	123762	0.556971421414616	0.898840859752363
"113"	0.740723745968124	0.681308756476774	1.08720714202853	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae..Ruminococcus..torques.group"	"uses.amp2"	1.18201936967784	1	123762	0.276947392506411	0.768290280129154
"114"	0.145285652232367	0.160260690952667	0.906558254358685	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae..Ruminococcus..torques.group"	"uses.amp3"	0.821847868545866	1	123762	0.364642210899819	0.797713138987957
"115"	0.263604790604113	0.0800162253494116	3.29439172434109	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae..Ruminococcus..torques.group"	"uses.amp34"	10.8530168334071	1	123762	0.000986626206723832	0.042753802291366
"116"	0.0762272441192134	0.685422701937789	0.111212021288043	"Bacteria.Firmicutes.Clostridia.Lachnospirales.Lachnospiraceae..Ruminococcus..torques.group"	"uses.amp35"	0.0123681136789721	1	123762	0.91144839950121	0.966309082589854
